"candidato","votos","porcentaje","partido","municipio","departamento","dane"
"ANGEL MESA CASTRO",10893,55.69,"PARTIDO OPCIÓN CIUDADANA","EL BAGRE","Antioquia","01117"
"GUMERCINDO FLOREZ MENDOZA",6185,31.62,"PARTIDO DE LA U","EL BAGRE","Antioquia","01117"
"GERMAN ANDRES HOYOS MEZA",1987,10.15,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","EL BAGRE","Antioquia","01117"
"ANIBAL NAVARRO HERNANDEZ",304,1.55,"PARTIDO CAMBIO RADICAL","EL BAGRE","Antioquia","01117"
"JORGE ALONSO TAMAYO VILLA",2858,62.53,"PARTIDO CONSERVADOR COLOMBIANO - PARTIDO OPCIÓN CIUDADANA","ENTRERRIOS","Antioquia","01118"
"DIANA TERESA MAYA ARANGO",1204,26.34,"PARTIDO LIBERAL - CENTRO DEMOCRÁTICO","ENTRERRIOS","Antioquia","01118"
"ILDUARA INES PEÑA GUERRA",323,7.06,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","ENTRERRIOS","Antioquia","01118"
"RAUL EDUARDO CARDONA GONZALEZ",37693,36.25,"PARTIDO LIBERAL COLOMBIANO","ENVIGADO","Antioquia","01121"
"JHONY OSWALDO VELEZ QUINTERO",27142,26.1,"PARTIDO CENTRO DEMOCRÁTICO","ENVIGADO","Antioquia","01121"
"ANDRES DAVID TORRES GOMEZ",23927,23.01,"PARTIDO DE LA U","ENVIGADO","Antioquia","01121"
"RAMIRO DE JESUS VARGAS MUÑOZ",1855,1.78,"PARTIDO ALIANZA VERDE","ENVIGADO","Antioquia","01121"
"JOSE HILARIO LOPEZ NIÑO",1246,1.19,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","ENVIGADO","Antioquia","01121"
"OSCAR DE JESUS VASQUEZ MEJIA",952,0.91,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","ENVIGADO","Antioquia","01121"
"GABRIEL IGNACIO MUÑOZ GOMEZ",3794,42.15,"PARTIDO LIBERAL COLOMBIANO","FREDONIA","Antioquia","01124"
"ELKIN ALEXANDER HURTADO GOMEZ",2409,26.76,"PARTIDO CONSERVADOR COLOMBIANO","FREDONIA","Antioquia","01124"
"MAURICIO ALEJANDRO TORO GONZALEZ",1472,16.35,"PARTIDO DE LA U","FREDONIA","Antioquia","01124"
"LUZ MARIELA VILLA POSADA",451,5.01,"PARTIDO ALIANZA VERDE","FREDONIA","Antioquia","01124"
"VICENTE ANTONIO HURTADO MONSALVE",205,2.27,"PARTIDO OPCIÓN CIUDADANA","FREDONIA","Antioquia","01124"
"DIEGO DE JESUS AGUILAR FLOREZ",192,2.13,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","FREDONIA","Antioquia","01124"
"JOSE JOAQUIN CARVAJAL CARVAJAL",170,1.88,"PARTIDO CENTRO DEMOCRÁTICO","FREDONIA","Antioquia","01124"
"ENRIQUE GARCIA AGUDELO",75,0.83,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","FREDONIA","Antioquia","01124"
"ALDUBAR DE JESUS VANEGAS MARIN",24,0.26,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","FREDONIA","Antioquia","01124"
"YUDY ESTELLA PULGARIN MARIN",2908,34.43,"PARTIDO CONSERVADOR COLOMBIANO","FRONTINO","Antioquia","01127"
"JOSE LUIS SARRAZOLA GUTIERREZ",2748,32.54,"PARTIDO LIBERAL COLOMBIANO","FRONTINO","Antioquia","01127"
"JUDITH HERRERA MORENO",906,10.72,"PARTIDO DE LA U","FRONTINO","Antioquia","01127"
"FREDY ALONSO CARVAJAL TAMAYO",873,10.33,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","FRONTINO","Antioquia","01127"
"FELIX ALFAZAR GONZALEZ MIRA",823,9.74,"PARTIDO OPCIÓN CIUDADANA","FRONTINO","Antioquia","01127"
"JORGE LEON CASTRILLON CIFUENTES",89,1.05,"PARTIDO CAMBIO RADICAL","FRONTINO","Antioquia","01127"
"WILMAR ADRIAN MANCO HERNANDEZ",1482,50.71,"UNIDOS POR GIRALDO","GIRALDO","Antioquia","01130"
"ALVARO DIEGO GUISAO ZAPATA",1407,48.15,"PARTIDO CAMBIO RADICAL","GIRALDO","Antioquia","01130"
"YAN BLADIMIR JARAMILLO GARCIA",9900,40.74,"UNIDOS HACEMOS MÁS","GIRARDOTA","Antioquia","01133"
"DIEGO ARMANDO AGUDELO TORRES",7393,30.42,"PARTIDO CONSERVADOR COLOMBIANO","GIRARDOTA","Antioquia","01133"
"PEDRO IGNACIO HOYOS SIERRA",5730,23.58,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","GIRARDOTA","Antioquia","01133"
"JORGE RAUL CORDOBA CADAVID",123,0.5,"PARTIDO OPCIÓN CIUDADANA","GIRARDOTA","Antioquia","01133"
"LUIS GUILLERMO PEREZ ECHEVERRI",2314,47.36,"PARTIDO CONSERVADOR COLOMBIANO","GOMEZ PLATA","Antioquia","01136"
"JESUS ALVARO RUA MONTOYA",1222,25.01,"PARTIDO LIBERAL COLOMBIANO","GOMEZ PLATA","Antioquia","01136"
"ROGELIO CASTILLO OROZCO",1043,21.35,"PARTIDO DE LA U","GOMEZ PLATA","Antioquia","01136"
"BEATRIZ ADIELA AVENDAÑO PEREZ",194,3.97,"PARTIDO CENTRO DEMOCRÁTICO","GOMEZ PLATA","Antioquia","01136"
"ADRIAN FELIPE PIEDRAHITA BUSTAMANTE",14,0.28,"PARTIDO OPCIÓN CIUDADANA","GOMEZ PLATA","Antioquia","01136"
"OMAR DE JESUS GOMEZ ARISTIZABAL",3604,78.17,"PARTIDO CONSERVADOR COLOMBIANO","GRANADA","Antioquia","01139"
"ANGEL GUILLERMO GOMEZ DUQUE",684,14.83,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","GRANADA","Antioquia","01139"
"ANIBAL EMIDIO MARTINEZ GOMEZ",211,4.57,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","GRANADA","Antioquia","01139"
"OSCAR ANTONIO QUIROZ GARCIA",1835,53.93,"PARTIDO CONSERVADOR COLOMBIANO","GUADALUPE","Antioquia","01140"
"EGIDIO VALDERRAMA TRUJILLO",1537,45.17,"PARTIDO LIBERAL COLOMBIANO","GUADALUPE","Antioquia","01140"
"SNEYDER WILLINGTON QUICENO MARIN",8073,41.11,"PARTIDO CONSERVADOR COLOMBIANO - PARTIDO OPCIÓN CIUDADANA","GUARNE","Antioquia","01142"
"EDUARD SANTIAGO OSPINA",6048,30.8,"PARTIDO DE LA U","GUARNE","Antioquia","01142"
"DIEGO MAURICIO GRISALES GALLEGO",4308,21.93,"PARTIDO LIBERAL COLOMBIANO","GUARNE","Antioquia","01142"
"MARION ZULMA MORENO GONZALEZ",637,3.24,"PARTIDO CENTRO DEMOCRÁTICO","GUARNE","Antioquia","01142"
"HERNAN DARIO URREA CASTAÑO",1817,39.31,"PARTIDO CENTRO DEMOCRÁTICO","GUATAPE","Antioquia","01145"
"ELMER GUSTAVO ARISMENDY FLOREZ",1658,35.87,"GUATAPÉ SOCIAL","GUATAPE","Antioquia","01145"
"RODRIGO ANCIZAR GIRALDO FRANCO",1113,24.08,"GRAN COALICIÓN DEMOCRÁTICA","GUATAPE","Antioquia","01145"
"ARGENI DE JESUS TABORDA ORTIZ",2208,58.1,"PARTIDO LIBERAL COLOMBIANO","HELICONIA","Antioquia","01148"
"BEATRIZ ELENA SANCHEZ",1497,39.39,"PARTIDO CENTRO DEMOCRÁTICO","HELICONIA","Antioquia","01148"
"JUAN DAVID CHANCI RADA",17,0.44,"PARTIDO DE LA U","HELICONIA","Antioquia","01148"
"JORGE ALBERTO VANEGAS DIAZ",1586,49.82,"PARTIDO CONSERVADOR COLOMBIANO","HISPANIA","Antioquia","01150"
"LEIDY JOHANA CARDONA RUEDA",1555,48.85,"PARTIDO LIBERAL COLOMBIANO","HISPANIA","Antioquia","01150"
"LEON MARIO BEDOYA LOPEZ",57510,50.1,"PARTIDO CONSERVADOR COLOMBIANO","ITAGUI","Antioquia","01151"
"ROSA MARIA ACEVEDO JARAMILLO",21494,18.72,"PODEMOS MÁS","ITAGUI","Antioquia","01151"
"CARLOS ARTURO BETANCUR CASTAÑO",14387,12.53,"PARTIDO CENTRO DEMOCRÁTICO","ITAGUI","Antioquia","01151"
"CARLOS MARIO MARTINEZ HINCAPIE",11815,10.29,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","ITAGUI","Antioquia","01151"
"CARLOS ARTURO HOLGUIN MORENO",1518,1.32,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","ITAGUI","Antioquia","01151"
"HERNAN DARIO ALVAREZ URIBE",4238,67.97,"PARTIDO LIBERAL COLOMBIANO","ITUANGO","Antioquia","01154"
"JAVIER DE JESUS PARIAS POSSO",1887,30.26,"PARTIDO CONSERVADOR COLOMBIANO","ITUANGO","Antioquia","01154"
"WILLIAM ENRIQUE RENDON AGUDELO",4053,50.44,"PARTIDO CONSERVADOR COLOMBIANO","JARDIN","Antioquia","01157"
"HECTOR JAIME RENDON OSORIO",3875,48.23,"PARTIDO CENTRO DEMOCRÁTICO","JARDIN","Antioquia","01157"
"JORGE ANDRES PEREZ HERNANDEZ",2172,33.79,"PARTIDO CONSERVADOR COLOMBIANO","JERICO","Antioquia","01160"
"IVAN DARIO GOMEZ ZAPATA",1981,30.82,"PARTIDO CAMBIO RADICAL","JERICO","Antioquia","01160"
"LUIS MIGUEL GIRALDO GIRALDO",1968,30.62,"PARTIDO CENTRO DEMOCRÁTICO","JERICO","Antioquia","01160"
"ALEJANDRO LOPERA URIBE",216,3.36,"PARTIDO LIBERAL COLOMBIANO","JERICO","Antioquia","01160"
"ELKIN RODOLFO OSPINA OSPINA",15998,54.92,"""PORQUE EN LA CEJA PODEMOS VIVIR MEJOR""","LA CEJA","Antioquia","01163"
"JESUS ALEXANDER TOBON ECHEVERRI",10982,37.7,"PARTIDO CENTRO DEMOCRÁTICO","LA CEJA","Antioquia","01163"
"ARLEY MARULANDA TOBON",803,2.75,"PARTIDO CAMBIO RADICAL","LA CEJA","Antioquia","01163"
"JAVIER IGNACIO GARCIA GARCIA",430,1.47,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","LA CEJA","Antioquia","01163"
"JHONNY ALEXANDER GARCIA YEPES",17223,68.32,"PARTIDO DE LA U","LA ESTRELLA","Antioquia","01166"
"LEIDA PATRICIA QUICENO",5802,23.01,"PARTIDO OPCIÓN CIUDADANA","LA ESTRELLA","Antioquia","01166"
"JULIBER ANTONIO LOAIZA ARCILA",314,1.24,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","LA ESTRELLA","Antioquia","01166"
"CESAR AUGUSTO ZAPATA PEREZ",2466,56.14,"PARTIDO LIBERAL - PARTIDO DE LA U","LA PINTADA","Antioquia","01170"
"PABLO DE JESUS CANO PULGARIN",1735,39.5,"PARTIDO CENTRO DEMOCRÁTICO","LA PINTADA","Antioquia","01170"
"JUAN FERNANDO VASQUEZ GOMEZ",148,3.36,"PARTIDO ALIANZA VERDE","LA PINTADA","Antioquia","01170"
"MARIA FERNANDA VARGAS CUBILLOS",3,0.06,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","LA PINTADA","Antioquia","01170"
"HUGO BOTERO LOPEZ",2470,23.48,"PARTIDO OPCIÓN CIUDADANA","LA UNION","Antioquia","01169"
"ELEUTERIO DE JESUS MARTINEZ VALENCIA",2469,23.47,"PARTIDO CAMBIO RADICAL","LA UNION","Antioquia","01169"
"CARLOS ALBERTO FRANCO ARROYAVE",2280,21.67,"PARTIDO LIBERAL COLOMBIANO","LA UNION","Antioquia","01169"
"FERNANDO JAIME BOTERO CAMPUZANO",1600,15.21,"PARTIDO CENTRO DEMOCRÁTICO","LA UNION","Antioquia","01169"
"PABLO PELAEZ MEJIA",916,8.7,"PARTIDO ALIANZA VERDE","LA UNION","Antioquia","01169"
"NATALIA DUQUE ALZATE",610,5.8,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","LA UNION","Antioquia","01169"
"OSCAR ALVEIRO HENAO PULGARIN",3755,62.48,"PARTIDO CENTRO DEMOCRÁTICO","LIBORINA","Antioquia","01172"
"OSCAR ANCISAR ZAPATA MARIN",2205,36.69,"PARTIDO CONSERVADOR COLOMBIANO","LIBORINA","Antioquia","01172"
"EDGAR ALIRIO GONZALEZ AGUDELO",1652,38.67,"PARTIDO DE LA U","MACEO","Antioquia","01175"
"CARLOS ALBERTO RESTREPO GONZALEZ",1592,37.27,"PARTIDO CONSERVADOR COLOMBIANO","MACEO","Antioquia","01175"
"JORGE ALEXANDER OCHOA",609,14.25,"PARTIDO OPCIÓN CIUDADANA","MACEO","Antioquia","01175"
"GUILLERMO ENRIQUE GONZALEZ OCHOA",349,8.17,"PARTIDO LIBERAL COLOMBIANO","MACEO","Antioquia","01175"
"LEONOR MARINA CARDONA MARULANDA",27,0.63,"PARTIDO CAMBIO RADICAL","MACEO","Antioquia","01175"
"EDGAR AUGUSTO VILLEGAS RAMIREZ",15246,68.64,"MARINILLA SOMOS TODOS","MARINILLA","Antioquia","01178"
"FRANCISCO JAVIER RAMIREZ GOMEZ",2761,12.43,"PARTIDO DE LA U","MARINILLA","Antioquia","01178"
"FELIX HERNAN GIRALDO SERNA",1734,7.8,"TRABAJANDO DE CORAZÓN POR MARINILLA","MARINILLA","Antioquia","01178"
"JUAN JAVIER GOMEZ GALLEGO",1579,7.1,"PARTIDO CAMBIO RADICAL","MARINILLA","Antioquia","01178"
"JOSE FABIO ZULUAGA HENAO",302,1.35,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MARINILLA","Antioquia","01178"
"FEDERICO ANDRES GUTIERREZ ZULUAGA",244636,35.64,"CREEMOS","MEDELLIN","Antioquia","01001"
"JUAN CARLOS ROBERTO VELEZ URIBE",235633,34.32,"PARTIDO CENTRO DEMOCRÁTICO","MEDELLIN","Antioquia","01001"
"GABRIEL JAIME RICO BETANCUR",111777,16.28,"GRAN ALIANZA POR MEDELLÍN","MEDELLIN","Antioquia","01001"
"FABIO ALONSO SALAZAR JARAMILLO",37492,5.46,"PARTIDO ALIANZA VERDE - PART. ALIANZA SOCIAL INDEPENDIENTE ""ASI""","MEDELLIN","Antioquia","01001"
"HECTOR MANUEL HOYOS MENESES",9439,1.37,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MEDELLIN","Antioquia","01001"
"FERDINANDO DE JESUS MUÑOZ ALVAREZ",1002,27.55,"PARTIDO CAMBIO RADICAL","MONTEBELLO","Antioquia","01181"
"VIRGILIO ANTONIO GARZON GARZON",967,26.58,"PARTIDO LIBERAL COLOMBIANO","MONTEBELLO","Antioquia","01181"
"OTONIEL DE JESUS ECHEVERRI RUIZ",917,25.21,"PARTIDO CENTRO DEMOCRÁTICO","MONTEBELLO","Antioquia","01181"
"JAIME DE JESUS CAÑAVERAL ESCOBAR",653,17.95,"PARTIDO CONSERVADOR COLOMBIANO","MONTEBELLO","Antioquia","01181"
"JORGE ELIECER MATURANA USUGA",1193,68.56,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","MURINDO","Antioquia","01184"
"JOAQUIN EDUARDO PEREA DIAZ",532,30.57,"PARTIDO LIBERAL COLOMBIANO","MURINDO","Antioquia","01184"
"OSWALDO QUEJADA LEDEZMA",3,0.17,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","MURINDO","Antioquia","01184"
"JAIRO ENRIQUE ORTIZ PALACIOS",2465,35.35,"PARTIDO CAMBIO RADICAL","MUTATA","Antioquia","01187"
"ROOSVELT JAIR OSPINA SEPULVEDA",2088,29.94,"PARTIDO LIBERAL - PARTIDO CONSERVADOR","MUTATA","Antioquia","01187"
"SILVIO RIVAS ARCOS",1521,21.81,"PARTIDO ALIANZA VERDE","MUTATA","Antioquia","01187"
"CARLOS MARIO ARIAS QUIROZ",738,10.58,"PARTIDO DE LA U","MUTATA","Antioquia","01187"
"JESUS ROBERTO SEPULVEDA",106,1.52,"PARTIDO CENTRO DEMOCRÁTICO","MUTATA","Antioquia","01187"
"OSCAR ANTONIO CALLE GUZMAN",8,0.11,"PARTIDO UNIÓN PATRIÓTICA","MUTATA","Antioquia","01187"
"CARLOS ARTURO MARIN LONDOÑO",1868,38.95,"PARTIDO CENTRO DEMOCRÁTICO","NARIÑO","Antioquia","01190"
"JOHN FREDY CIFUENTES MARIN",1798,37.49,"PARTIDO DE LA U","NARIÑO","Antioquia","01190"
"RAUL DE JESUS FRANCO MARTINEZ",1106,23.06,"PARTIDO CONSERVADOR COLOMBIANO","NARIÑO","Antioquia","01190"
"MIGUEL ENRIQUE FRANCO MENCO",4671,44.56,"PARTIDO OPCIÓN CIUDADANA","NECHI","Antioquia","01191"
"FRANCISCO JAVIER ARRIETA FRANCO",2803,26.74,"PARTIDO DE LA U","NECHI","Antioquia","01191"
"JOSE CAMILO ECHEVERRI DIAZ",1528,14.57,"PARTIDO CONSERVADOR COLOMBIANO","NECHI","Antioquia","01191"
"JUAN CARLOS MARQUEZ TEJADA",1167,11.13,"PARTIDO LIBERAL COLOMBIANO","NECHI","Antioquia","01191"
"HOMER GIL MENCO BERTEL",223,2.12,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","NECHI","Antioquia","01191"
"EDWIN DEL CRISTO MADERA RODELO",36,0.34,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","NECHI","Antioquia","01191"
"JAIME LOPEZ PACHECO",7844,41.98,"PARTIDO LIBERAL COLOMBIANO","NECOCLI","Antioquia","01192"
"JORGE AUGUSTO TOBON CASTRO",4200,22.48,"PARTIDO CENTRO DEMOCRÁTICO","NECOCLI","Antioquia","01192"
"JOSE LUIS ARIZA RODRIGUEZ",4006,21.44,"PARTIDO DE LA U","NECOCLI","Antioquia","01192"
"BERNARDO GIRALDO HOYOS",2188,11.71,"MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA","NECOCLI","Antioquia","01192"
"LARRY FRANCO JULIO",85,0.45,"PARTIDO ALIANZA VERDE","NECOCLI","Antioquia","01192"
"OBER DE JESUS HERNANDEZ ACEVEDO",892,44.57,"PARTIDO CAMBIO RADICAL","OLAYA","Antioquia","01193"
"WILLIAN HUMBERTO GONZALEZ GUTIERREZ",809,40.42,"COALICIÓN PROGRAMÁTICA Y POLÍTICA ENTRE PARTIDO DE LA U - PARTIDO LIBERAL","OLAYA","Antioquia","01193"
"DANIEL ESCUDERO QUICENO",158,7.89,"PARTIDO CENTRO DEMOCRÁTICO","OLAYA","Antioquia","01193"
"OSCAR ANDRES PINEDA GUTIERREZ",133,6.64,"PARTIDO CONSERVADOR COLOMBIANO","OLAYA","Antioquia","01193"
"JOSE CIRILO HENAO JARAMILLO",3192,33.52,"PARTIDO CAMBIO RADICAL","PEÑOL","Antioquia","01196"
"JOHN DAIRO DUQUE ZULUAGA",3091,32.46,"PUEDO EL PEÑOL UNIDO POR LA EDU. EL DESARRO. Y LAS OPORTUNIDADES","PEÑOL","Antioquia","01196"
"YONY ALBEIRO RAMIREZ CASTRO",2136,22.43,"PARTIDO LIBERAL COLOMBIANO","PEÑOL","Antioquia","01196"
"YEISON ROLANDO VALDERRAMA BURITICA",511,5.36,"PARTIDO CONSERVADOR COLOMBIANO","PEÑOL","Antioquia","01196"
"ALONSO HERNAN RIVERA GALEANO",430,4.51,"PARTIDO CENTRO DEMOCRÁTICO","PEÑOL","Antioquia","01196"
"LUIS GUILLERMO CIRO VERGARA",27,0.28,"PARTIDO ALIANZA VERDE","PEÑOL","Antioquia","01196"
"ADALBERTO VALLE DAVID",1843,45.53,"PARTIDO LIBERAL COLOMBIANO","PEQUE","Antioquia","01199"
"ERMILSON DE JESUS HERNANDEZ HERNANDEZ",1430,35.33,"PARTIDO ALIANZA VERDE","PEQUE","Antioquia","01199"
"LIBIA MARIA CALDERON MARIN",760,18.77,"PARTIDO DE LA U","PEQUE","Antioquia","01199"
"JUAN FERNANDO RUIZ GALLEGO",1751,44.26,"PARTIDO DE LA U","PUEBLORRICO","Antioquia","01202"
"CARLOS ARTURO QUINTERO HURTADO",822,20.77,"PARTIDO LIBERAL - PARTIDO OPCIÓN CIUDADANA","PUEBLORRICO","Antioquia","01202"
"HECTOR AUGUSTO CANO RIOS",708,17.89,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","PUEBLORRICO","Antioquia","01202"
"GUSTAVO ADOLFO ARIAS RAIGOZA",365,9.22,"PARTIDO CENTRO DEMOCRÁTICO","PUEBLORRICO","Antioquia","01202"
"ALIRIO DE JESUS VALENCIA AGUDELO",240,6.06,"PARTIDO CONSERVADOR COLOMBIANO","PUEBLORRICO","Antioquia","01202"
"SAUL DE JESUS RAIGOZA TABARES",13,0.32,"PARTIDO ALIANZA VERDE","PUEBLORRICO","Antioquia","01202"
"JAIME ANDRES CAÑAS MORALES",8023,51.35,"PARTIDO CAMBIO RADICAL","PUERTO BERRIO","Antioquia","01205"
"EVER ROBINSON VERGARA",4084,26.14,"PARTIDO OPCIÓN CIUDADANA","PUERTO BERRIO","Antioquia","01205"
"LUIS CARLOS DELGADO CANO",1480,9.47,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","PUERTO BERRIO","Antioquia","01205"
"JULIAN RAMIRO ARBOLEDA MAYA",1030,6.59,"PARTIDO CONSERVADOR COLOMBIANO","PUERTO BERRIO","Antioquia","01205"
"JORGE ALBERTO ROJAS CLAVIJO",628,4.01,"PARTIDO CENTRO DEMOCRÁTICO","PUERTO BERRIO","Antioquia","01205"
"LUIS OSWALDO IBAÑEZ FLOREZ",53,0.33,"PARTIDO LIBERAL COLOMBIANO","PUERTO BERRIO","Antioquia","01205"
"DIANA CAROLINA DUQUE CANO",4005,49.8,"CAMBIO RADICAL - PARTIDO LIBERAL COLOMBIANO","PUERTO NARE-LA MAGDALENA","Antioquia","01168"
"JAMEL DE JESUS MEJIA VASQUEZ",3851,47.88,"PARTIDO DE LA U","PUERTO NARE-LA MAGDALENA","Antioquia","01168"
"JULIAN ANDRES VARGAS LOPEZ",142,1.76,"PARTIDO CENTRO DEMOCRÁTICO","PUERTO NARE-LA MAGDALENA","Antioquia","01168"
"MADELINE ARIAS GIRALDO",3344,42.29,"PARTIDO CENTRO DEMOCRÁTICO","PUERTO TRIUNFO","Antioquia","01206"
"JAVIER ARISTIDES GUERRA CASTILLO",2601,32.89,"PARTIDO CONSERVADOR COLOMBIANO","PUERTO TRIUNFO","Antioquia","01206"
"ALEX MAURICIO BAHAMON GARCIA",1524,19.27,"PARTIDO CAMBIO RADICAL","PUERTO TRIUNFO","Antioquia","01206"
"OSCAR JARAMILLO ARISTIZABAL",359,4.54,"PARTIDO DE LA U","PUERTO TRIUNFO","Antioquia","01206"
"LUCIA DEL SOCORRO CARVAJAL DE SILVERA",2958,40.01,"PARTIDO CAMBIO RADICAL","REMEDIOS","Antioquia","01208"
"HAMBLER ANDRE PATIÑO BEDOYA",2307,31.2,"PARTIDO DE LA U","REMEDIOS","Antioquia","01208"
"GONZALO DE JESUS SANCHEZ RAMIREZ",1248,16.88,"PARTIDO LIBERAL COLOMBIANO","REMEDIOS","Antioquia","01208"
"JOHN FREDY RAVE",510,6.89,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","REMEDIOS","Antioquia","01208"
"AUGUSTO HERNANDEZ ZAPATA",154,2.08,"PARTIDO CONSERVADOR COLOMBIANO","REMEDIOS","Antioquia","01208"
"RODRIGO ALBERTO LONDOÑO JIMENEZ",26,0.35,"PARTIDO CENTRO DEMOCRÁTICO","REMEDIOS","Antioquia","01208"
"JUAN CAMILO BOTERO RENDON",4078,39.32,"PARTIDO DE LA U","RETIRO","Antioquia","01211"
"NOLBER DE JESUS BEDOYA PUERTA",3137,30.24,"PARTIDO CENTRO DEMOCRÁTICO","RETIRO","Antioquia","01211"
"ANDRES SANMARTIN ALZATE",2896,27.92,"PARTIDO CONSERVADOR COLOMBIANO","RETIRO","Antioquia","01211"
"ANDRES JULIAN RENDON CARDONA",38086,62.51,"UNIDOS POR RIONEGRO","RIONEGRO","Antioquia","01214"
"JUAN ALBERTO GARCIA GARCIA",17212,28.25,"COMPROMISO CON RIONEGRO","RIONEGRO","Antioquia","01214"
"LUIS CARLOS MEJIA QUICENO",2741,4.49,"PARTIDO ALIANZA VERDE","RIONEGRO","Antioquia","01214"
"JORGE HUMBERTO RESTREPO ZULUAGA",590,0.96,"PARTIDO UNIÓN PATRIÓTICA","RIONEGRO","Antioquia","01214"
"JUAN GUILLERMO ARIAS ARIAS",532,0.87,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","RIONEGRO","Antioquia","01214"
"CESAR ALONSO CUADROS GEORGE",1963,41.04,"PARTIDO CONSERVADOR COLOMBIANO","SABANALARGA","Antioquia","01217"
"MOREL ANTONIO MAZO MUNERA",1778,37.17,"PARTIDO OPCIÓN CIUDADANA","SABANALARGA","Antioquia","01217"
"LUIS ARTURO JARAMILLO MORENO",926,19.36,"PARTIDO LIBERAL COLOMBIANO","SABANALARGA","Antioquia","01217"
"FRANCISCO LUIS URREGO MORENO",86,1.79,"PARTIDO CENTRO DEMOCRÁTICO","SABANALARGA","Antioquia","01217"
"IVAN ALONSO MONTOYA URREGO",19842,59.27,"PARTIDO CENTRO DEMOCRÁTICO","SABANETA","Antioquia","01218"
"HUGO ANDRES DIAZ VILLA",10280,30.7,"PARTIDO CONSERVADOR COLOMBIANO","SABANETA","Antioquia","01218"
"MARIA ALEJANDRA QUIROS VELEZ",826,2.46,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","SABANETA","Antioquia","01218"
"CESAR AUGUSTO GIRALDO CEBALLOS",679,2.02,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","SABANETA","Antioquia","01218"
"CARLOS EMEL CUERVO CAÑOLA",2194,39.63,"PARTIDO LIBERAL COLOMBIANO","SALGAR","Antioquia","01220"
"CARLOS ANDRES LONDOÑO VELEZ",1714,30.96,"PARTIDO CENTRO DEMOCRÁTICO","SALGAR","Antioquia","01220"
"WILMAR DE JESUS PEREZ ARREDONDO",1115,20.14,"PARTIDO DE LA U","SALGAR","Antioquia","01220"
"RAUL ANTONIO ALVAREZ ARANGO",225,4.06,"PARTIDO CONSERVADOR COLOMBIANO","SALGAR","Antioquia","01220"
"JOSE IGNACIO RUIZ GOMEZ",102,1.84,"PARTIDO OPCIÓN CIUDADANA","SALGAR","Antioquia","01220"
"DIVO FRANCO SANTO DOMINGO",61,1.1,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""","SALGAR","Antioquia","01220"
"LUIS GUILLERMO CUARTAS FERNANDEZ",4,0.07,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","SALGAR","Antioquia","01220"
"EDUAR ROLANDO PINO ARANGO",1308,45.86,"PARTIDO CONSERVADOR COLOMBIANO","SAN ANDRES","Antioquia","01223"
"EUFRONIO DE JESUS MAZO MAZO",980,34.36,"PARTIDO LIBERAL COLOMBIANO","SAN ANDRES","Antioquia","01223"
"ASDRUBAL LONDOÑO GIRALDO",464,16.26,"PARTIDO ALIANZA VERDE","SAN ANDRES","Antioquia","01223"
"DIEGO ALFONSO ARENAS ORREGO",51,1.78,"PARTIDO OPCIÓN CIUDADANA","SAN ANDRES","Antioquia","01223"
"LUZ MARINA MARIN DAZA",3216,37.92,"PARTIDO OPCIÓN CIUDADANA","SAN CARLOS","Antioquia","01226"
