"candidato","votos","porcentaje","partido","municipio","departamento","dane"
"FREDY ARLEY CACERES RAMIREZ",4305,42.78,"PARTIDO CAMBIO RADICAL - PARTIDO LIBERAL - OPCIÓN CIUDADANA","MALAGA","Santander","27130"
"OSCAR MIGUEL JOYA ARENALES",3794,37.7,"COAL. PROGR. Y POLIT. ENTRE EL PARTIDO DE LA U - CONSERVADOR","MALAGA","Santander","27130"
"RUBEN DARIO MORENO MENDEZ",1170,11.62,"PARTIDO ALIANZA SOCIAL INDEPENDIENTE","MALAGA","Santander","27130"
"OSCAR HERNANDO SUAREZ VEGA",603,5.99,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MALAGA","Santander","27130"
"LUIS ALBERTO CASTRO ROJAS",26,0.25,"PARTIDO UNIÓN PATRIÓTICA","MALAGA","Santander","27130"
"MILTON JOSE SUAREZ CABALLERO",15,0.14,"PARTIDO CENTRO DEMOCRÁTICO","MALAGA","Santander","27130"
"JUAN CARLOS VILLABONA MALDONADO",1845,50.53,"ALIANZA PARA EL PROGRESO SOCIAL","MATANZA","Santander","27133"
"HEBER LEON DIAZ",721,19.74,"PARTIDO ALIANZA VERDE","MATANZA","Santander","27133"
"CESAR ARMANDO LOZADA DURAN",712,19.5,"PARTIDO OPCIÓN CIUDADANA","MATANZA","Santander","27133"
"EDUARDO LOZADA DURAN",356,9.75,"PARTIDO DE LA U","MATANZA","Santander","27133"
"DORYAM JOVANNI RODRIGUEZ AVELLANEDA",1822,35.91,"PARTIDO CONSERVADOR COLOMBIANO","MOGOTES","Santander","27136"
"EDGAR HIGINIO RUEDA TRIANA",1508,29.72,"PARTIDO DE LA U","MOGOTES","Santander","27136"
"JOSE ANGEL GUALDRON MARIÑO",1014,19.98,"PARTIDO CAMBIO RADICAL","MOGOTES","Santander","27136"
"WILLAMS ANDRES GARCIA BECERRA",626,12.33,"CUALICIÓN OPCIÓN CIUDADANA - LIBERAL COLOMBIANO","MOGOTES","Santander","27136"
"WILLIAM EDUARDO LEON BARAJAS",1300,47.82,"PARTIDO OPCIÓN CIUDADANA","MOLAGAVITA","Santander","27139"
"EDINSON ORLANDO OVIEDO CARO",1216,44.73,"PARTIDO CONSERVADOR COLOMBIANO","MOLAGAVITA","Santander","27139"
"LEIDY YURLEY VELOZA PINTO",190,6.99,"PARTIDO CAMBIO RADICAL","MOLAGAVITA","Santander","27139"
"BENEDICTO PRADA ANAYA",7,0.25,"PARTIDO CENTRO DEMOCRÁTICO","MOLAGAVITA","Santander","27139"
"CESAR FERNANDO CASTILLO MELGAREJO",2324,80.08,"""OCAMONTE SOMOS TODOS""","OCAMONTE","Santander","27142"
"GLASMIRA MORA SANTOS",534,18.4,"GLASMIRA ""LA FUERZA DE UN PUEBLO""","OCAMONTE","Santander","27142"
"CARLOS MIGUEL DURAN RANGEL",3013,50.86,"PARTIDO LIBERAL COLOMBIANO","OIBA","Santander","27145"
"EDWAR JULIAN DIAZ RODRIGUEZ",2852,48.15,"EN LA VÍA CORRECTA","OIBA","Santander","27145"
"HERNAN EDUARDO SANABRIA APONTE",899,36.08,"PARTIDO DE LA U","ONZAGA","Santander","27148"
"JOHANA GRIMALDOS BARON",580,23.28,"PARTIDO OPCIÓN CIUDADANA","ONZAGA","Santander","27148"
"JHON SEBASTIAN DIAZ SOLANO",574,23.04,"PARTIDO CONSERVADOR COLOMBIANO","ONZAGA","Santander","27148"
"CIRO MAYORGA GOMEZ",423,16.98,"PARTIDO CAMBIO RADICAL","ONZAGA","Santander","27148"
"JOSE IGNACIO ALVAREZ MARTINEZ",592,51.97,"PARTIDO LIBERAL COLOMBIANO - OPCIÓN CIUDADANA","PALMAR","Santander","27151"
"FREDY CALA QUINTERO",541,47.49,"PARTIDO DE LA U","PALMAR","Santander","27151"
